,ALL,AAPL,ABT,ABBV,ACN,AMGN,AMZN,AIG,BLK,C,BAC,CAT,BK,AXP,CL,BMY,BIIB,BA,DD,CVS,COST,CMCSA,CSCO,CVX,COP,COF,DHR,EXC,FOXA,F,DUK,FDX,EMR,FB,DOW,FOX,DIS,GOOG,GOOGL,HAL,GM,HON,GILD,HD,GS,GD,GE,LMT,KO,LOW,IBM,INTC,KMI,JPM,JNJ,LLY,MDLZ,MO,MA,MS,MRK,MMM,MDT,MON,MET,MCD,MSFT,OXY,PG,ORCL,NKE,PEP,PM,PFE,NEE,PYPL,TGT,SBUX,T,QCOM,SLB,SPG,TXN,SO,VZ,USB,WFC,UNP,V,WBA,USD,UPS,UNH
1512397800,103.62,42.45,54.71,95.22,147.15,178.69,1133.95,59.26,513.5,77.1,29.06,141.5,54.97,98.59,74.52,62.47,317.4,277.97,102.66,71.69,189.56,40.32,37.72,120.84,51.29,94.89,92.82,29.643,,12.63,88.62,239.05,65.1,171.47,,,110.22,998.68,1011.87,43.89,43.05,147.381,73.09,184.9,250.65,201.69,138.077,311.78,46.23,88.04,149.579,44.49,17.25,106.95,139.01,85.58,43.11,70.08,143.43,52.68,53.645,239.26,79.87,,53.62,170.65,81.08,70.06,91.41,48.4,60.1,117.46,104.61,34.213,38.993,70.97,62.56,58.76,37.27,64.56,64.6,163.67,95.97,50.33,51.72,55.63,57.39,130.08,107.43,71.57,9.712,123.72,221.42
1512484200,102.84,42.41,54.79,95.41,147.67,178.67,1141.57,59.53,512.12,76.54,28.93,140.14,54.43,98.71,74.59,62.02,319.87,275.54,101.821,71.01,187.82,39.52,37.31,120.39,51.23,93.91,92.74,29.422,,12.43,87.96,235.4,64.68,172.83,,,107.22,1005.15,1019.6,43.63,42.8,146.7,73.29,182.85,248.33,199.91,136.615,310.14,46.26,86.31,148.518,43.44,17.14,105.72,139.67,86.06,42.99,70.18,145.13,52.01,53.216,238.26,80.92,,53.04,172.99,81.59,70.0,91.4,47.99,60.42,117.59,105.46,33.805,38.91,71.2,62.2,59.34,36.55,64.69,63.45,162.75,96.9,50.36,50.92,54.82,58.55,128.01,108.58,70.18,9.682,120.37,220.09
1512570600,102.65,42.252,54.66,94.4,148.27,176.22,1152.35,60.03,511.82,75.44,28.64,140.34,54.02,98.21,74.25,60.97,314.66,278.27,101.166,71.38,187.22,38.63,37.41,119.61,50.38,93.87,92.53,29.33,,12.38,88.31,236.39,64.73,176.06,,,105.46,1018.38,1032.72,43.38,42.15,146.643,73.29,180.8,245.95,200.21,135.846,311.97,46.45,82.4,147.323,43.45,17.11,104.93,141.06,85.32,43.33,71.66,147.42,51.69,51.861,238.67,81.5,,53.0,173.48,82.78,69.27,91.25,48.42,59.72,118.9,107.6,33.738,39.445,73.14,60.72,59.28,36.11,64.98,62.07,162.76,97.02,50.89,50.68,54.59,58.57,127.95,109.74,71.05,9.752,118.29,219.94
1512657000,102.11,42.33,54.69,94.24,148.6,173.96,1159.79,59.55,512.41,74.98,28.78,142.89,54.22,98.58,73.2,61.84,319.57,281.97,101.579,71.09,186.2,37.89,37.4,119.63,50.54,95.07,92.68,29.108,,12.53,87.9,239.3,65.78,180.14,,,105.26,1030.93,1044.57,43.46,42.02,146.911,72.72,182.0,248.56,200.17,136.231,314.42,45.78,83.63,146.816,43.08,17.36,104.62,140.01,85.87,42.68,71.5,149.45,52.35,52.261,240.3,80.57,,53.62,172.91,82.49,69.41,90.1,48.52,60.6,116.73,106.7,33.681,39.545,73.69,61.09,59.14,36.17,65.23,62.07,162.07,97.78,51.33,50.42,54.9,59.36,128.46,111.4,69.61,9.897,119.73,220.15
1512743400,102.5,42.342,54.64,95.95,150.53,175.41,1162.0,59.51,515.49,75.71,29.05,143.86,54.67,98.55,73.32,62.42,325.77,285.9,100.668,73.09,188.07,37.95,37.61,119.92,51.57,95.79,93.18,29.28,,12.61,88.05,240.73,66.55,179.0,,,104.23,1037.05,1049.38,43.99,42.02,147.275,74.22,183.41,250.35,201.07,136.231,315.85,45.31,85.6,148.002,43.35,17.79,105.93,140.59,86.45,42.65,71.54,149.89,52.89,53.025,238.13,81.07,,53.76,173.15,84.16,68.87,90.37,49.6,61.3,116.57,106.59,33.909,39.757,72.91,61.37,58.61,36.73,64.24,63.54,162.25,98.02,51.06,51.09,55.36,59.31,129.11,112.6,71.55,9.816,119.56,223.91
1513002600,102.37,43.167,54.94,96.47,150.69,176.83,1168.92,59.79,512.13,75.85,28.94,143.77,54.54,99.0,73.17,63.02,328.03,283.16,100.782,73.08,188.86,38.44,37.96,120.42,51.69,95.97,93.21,29.9,,12.58,88.37,238.61,66.41,179.04,,,106.83,1041.1,1051.97,45.16,41.67,146.844,75.88,182.25,250.13,199.64,135.769,316.17,45.33,85.54,148.576,43.66,17.96,105.62,141.14,86.67,42.87,71.65,150.88,52.77,53.76,239.3,81.27,,53.64,173.25,85.23,69.5,90.23,50.47,61.91,117.39,106.04,34.355,39.813,73.29,61.76,59.07,36.9,65.18,64.56,162.26,98.83,51.68,51.84,55.27,58.87,129.05,112.37,71.88,9.91,118.05,222.77
1513089000,103.54,42.925,55.7,96.3,152.1,176.26,1165.08,59.93,517.73,76.15,29.32,143.42,54.97,99.37,72.49,63.28,327.75,289.94,100.753,72.85,188.3,39.51,37.91,119.68,51.96,96.21,93.72,29.251,,12.6,87.13,239.5,66.67,176.96,,,107.43,1040.48,1048.77,45.24,41.53,147.352,76.09,181.8,257.68,196.18,137.769,315.89,45.29,84.99,149.847,43.33,17.75,106.85,142.6,86.71,42.88,71.72,152.5,53.85,54.456,236.58,82.0,,53.67,172.23,85.58,70.03,89.85,50.39,62.17,117.4,107.3,34.706,39.268,73.62,61.02,59.27,38.1,64.86,64.18,166.35,98.43,51.19,53.19,55.5,60.33,130.7,113.46,72.01,9.738,118.16,222.49
1513175400,103.32,43.068,55.06,97.35,151.42,177.38,1164.13,58.97,512.55,75.14,28.84,148.57,54.38,97.78,73.35,63.47,330.71,291.84,100.426,71.62,188.28,38.58,38.15,119.93,51.68,94.72,94.15,29.337,,12.63,87.56,242.02,67.2,178.3,,,107.61,1040.61,1051.39,44.76,41.4,149.326,76.58,183.03,255.56,196.63,136.615,317.79,45.9,85.6,147.141,43.34,17.85,105.51,142.89,87.89,42.94,72.32,151.69,53.18,54.303,239.11,81.92,,52.84,173.55,85.35,69.97,90.88,50.05,64.3,117.8,108.24,34.763,39.118,74.09,62.67,59.49,38.04,64.9,63.3,165.83,98.86,51.68,52.89,54.6,59.4,130.31,113.31,71.72,9.742,118.4,224.35
1513261800,102.65,43.055,54.73,96.3,151.21,174.92,1174.26,58.11,506.75,73.92,28.73,146.28,54.02,97.15,73.24,62.13,323.55,293.88,100.084,70.8,186.53,39.12,37.9,119.53,52.31,94.06,92.85,29.108,,12.46,87.56,238.5,66.51,178.39,,,110.57,1049.15,1057.47,44.41,40.81,146.863,74.34,182.13,255.48,196.22,135.692,317.01,46.03,85.58,147.228,43.26,17.84,104.66,141.65,86.5,42.77,71.79,151.93,52.64,53.445,238.08,81.83,,52.49,173.14,84.69,70.55,91.0,50.19,64.53,118.02,107.68,34.592,39.495,74.26,61.94,59.7,37.74,64.7,62.37,165.63,100.25,51.52,52.34,54.15,59.22,129.17,112.92,70.36,9.762,116.84,221.25
1513348200,103.97,43.493,55.5,97.45,152.66,177.04,1179.14,59.39,511.87,74.77,29.04,146.69,54.2,98.52,74.05,62.41,327.94,293.94,99.629,73.08,192.73,39.71,38.19,119.73,52.17,96.31,94.0,29.058,,12.58,87.84,240.05,67.26,180.18,,,111.27,1064.19,1072.0,44.61,40.95,147.841,75.57,182.58,257.17,198.84,137.077,322.82,46.19,86.69,145.794,44.56,17.93,106.14,142.46,86.54,43.38,71.67,153.4,53.1,53.664,238.0,83.5,,51.41,174.06,86.85,70.62,91.89,48.3,64.79,119.22,109.68,35.294,39.607,75.65,62.61,58.29,38.24,64.76,62.09,167.81,101.22,51.31,52.67,54.5,59.87,130.6,113.82,71.94,10.098,118.0,221.82
1513607400,104.16,44.105,56.4,98.19,151.72,176.14,1190.58,59.58,518.86,75.67,29.48,149.77,54.42,99.68,73.99,62.4,325.95,296.14,101.607,71.67,192.31,39.54,38.48,119.7,52.34,99.31,94.36,28.873,,12.66,86.54,241.91,68.36,180.82,,,111.03,1077.14,1085.09,45.48,42.15,148.167,75.13,184.73,260.02,198.45,136.615,322.76,45.93,87.44,146.587,46.26,18.0,106.96,141.8,86.08,43.11,72.65,153.12,53.24,53.645,238.42,83.43,,50.93,174.2,86.38,70.97,91.88,47.71,64.81,118.05,107.97,35.228,39.088,75.32,64.08,58.03,38.46,65.38,63.6,169.82,103.27,50.55,53.25,54.78,60.92,132.47,113.55,72.55,10.619,118.81,222.67
1513693800,104.38,43.635,56.8,97.92,152.22,176.87,1187.38,59.78,515.82,74.7,29.45,150.91,54.2,99.15,74.85,61.56,327.02,297.25,101.65,72.31,188.33,39.14,38.3,119.84,52.68,98.74,94.38,28.26,,12.69,85.01,242.54,68.54,179.51,,,111.81,1070.68,1079.78,45.87,42.49,147.707,74.35,185.98,256.48,199.83,135.308,319.97,46.13,88.86,146.491,47.04,17.92,106.51,141.78,86.71,43.25,73.9,151.68,52.93,53.655,238.39,82.04,,50.79,173.39,85.83,70.9,91.68,47.82,64.24,118.61,108.12,35.047,38.525,74.5,64.06,58.01,38.05,64.5,64.39,168.42,104.1,49.81,52.83,54.56,60.36,133.24,112.14,72.19,10.601,119.0,222.04
1513780200,104.42,43.588,57.02,97.41,151.75,177.11,1177.62,60.0,514.55,74.66,29.48,152.52,53.95,98.51,74.52,61.2,333.47,297.9,101.436,73.56,187.51,39.38,38.74,120.89,54.25,98.59,94.62,27.846,,12.72,84.49,251.07,68.96,177.89,,,109.69,1064.95,1073.56,47.42,42.52,148.301,74.01,187.31,255.18,201.3,134.231,317.72,46.08,90.19,146.224,47.56,17.76,106.14,141.16,85.74,42.95,72.6,151.45,52.51,53.54,236.92,81.38,,51.01,172.17,85.52,71.88,91.53,47.9,63.59,119.02,104.37,34.592,38.41,74.0,64.48,57.73,38.55,64.6,65.28,163.98,104.8,49.94,52.77,54.26,60.14,134.68,112.12,,10.733,118.33,222.38
1513866600,104.21,43.752,56.93,97.91,154.2,176.68,1174.76,60.08,513.59,75.82,29.82,154.64,54.36,98.5,74.66,61.5,322.52,295.03,101.963,74.64,186.8,40.81,38.53,124.82,55.95,99.52,93.82,27.867,,12.63,84.3,250.17,69.58,177.45,,,109.57,1063.63,1070.85,48.17,42.16,147.333,73.02,188.08,261.01,202.48,134.385,317.19,45.6,90.73,144.837,46.76,18.07,107.83,141.06,85.61,43.1,71.94,150.53,52.88,54.008,234.78,81.48,,51.03,171.85,85.5,72.58,91.67,47.28,64.77,118.26,104.78,34.383,38.62,74.02,65.22,57.58,38.88,64.39,67.86,164.7,104.07,49.49,53.01,54.53,61.61,133.73,112.41,73.25,10.501,118.58,221.69
1513953000,104.11,43.752,56.93,98.21,153.89,176.42,1168.36,59.31,512.12,75.49,29.88,155.75,54.0,98.74,75.15,60.96,319.5,295.1,102.632,73.41,186.63,40.78,38.55,124.98,55.5,100.5,93.46,27.825,,12.58,84.17,250.02,69.66,177.2,,,108.67,1060.12,1068.86,48.01,42.02,147.112,72.71,188.13,258.97,202.64,134.615,318.03,45.59,91.19,145.794,46.7,18.05,107.45,140.12,85.07,43.36,72.14,150.85,52.72,53.779,234.73,81.54,,50.76,171.42,85.51,72.99,92.13,47.36,63.29,118.6,104.65,34.288,38.635,73.89,65.39,57.3,38.94,64.73,67.44,167.07,104.13,48.5,53.19,54.46,61.55,134.47,112.69,72.71,10.478,118.64,220.0
1514298600,104.34,42.643,57.0,97.75,152.99,176.09,1176.76,59.43,513.72,74.78,29.78,156.44,53.81,98.57,75.48,61.26,319.78,295.36,101.678,73.68,186.55,40.82,38.48,125.98,56.23,99.92,93.32,27.682,,12.6,83.6,249.64,69.53,175.99,,,108.12,1056.74,1065.85,48.77,41.8,147.371,72.7,190.36,257.72,201.97,134.077,318.51,45.81,91.89,146.109,46.08,18.11,107.02,140.09,84.99,43.42,72.08,151.28,52.47,53.76,235.45,81.47,,50.67,171.29,85.4,73.54,92.48,47.43,63.65,118.89,104.11,34.355,38.5,74.27,65.82,57.14,39.06,64.3,67.61,169.36,104.15,48.05,53.22,54.01,61.13,134.65,112.99,73.3,10.278,118.26,219.6
1514385000,104.6,42.65,57.47,98.09,153.32,176.21,1182.26,59.54,514.32,74.89,29.73,157.52,53.84,99.13,75.37,61.68,320.07,295.62,101.678,72.76,186.3,40.41,38.56,125.55,55.59,99.75,93.56,27.81,,12.5,83.98,250.03,69.75,177.62,,,107.64,1049.37,1060.2,48.82,41.31,147.553,72.98,190.19,255.95,202.72,133.692,319.44,45.93,92.11,146.396,46.11,18.12,107.22,140.57,85.14,43.25,72.43,151.4,52.57,53.76,236.2,81.76,,50.75,172.67,85.71,73.32,92.1,47.38,62.95,119.3,104.71,34.469,38.822,74.59,65.14,57.27,38.89,64.54,67.92,170.77,104.53,48.05,53.28,54.07,60.95,136.32,114.02,72.86,10.342,119.08,220.42
1514471400,104.91,42.77,57.46,97.79,153.57,175.25,1186.1,60.0,517.98,75.08,29.8,158.42,54.12,99.7,75.14,61.77,320.33,296.35,101.778,73.05,186.62,40.29,38.59,125.58,55.18,100.3,93.56,28.031,,12.58,83.99,248.32,69.98,177.92,,,107.77,1048.14,1055.95,48.57,41.38,147.726,72.48,189.78,256.5,203.86,133.538,322.1,45.72,92.86,147.266,46.22,18.31,107.79,140.56,85.05,43.06,71.27,151.77,52.65,54.008,235.72,81.34,,50.87,173.1,85.72,73.7,92.07,47.52,62.95,119.35,104.81,34.507,39.088,74.17,64.82,57.81,39.18,64.38,67.46,171.15,104.82,48.28,53.43,53.95,61.3,135.12,114.35,72.94,10.353,119.05,222.77
1514557800,104.71,42.307,57.07,96.71,153.09,173.9,1169.47,59.58,513.71,74.41,29.52,157.58,53.86,99.31,75.45,61.28,318.57,294.91,101.365,72.5,186.12,40.05,38.3,125.19,54.89,99.58,92.82,28.11,,12.49,84.11,249.54,69.69,176.46,,,107.51,1046.4,1053.4,48.87,40.99,146.988,71.64,189.53,254.76,203.45,134.231,321.05,45.88,92.94,146.673,46.16,18.07,106.94,139.72,84.46,42.8,71.41,151.36,52.47,53.693,235.37,80.75,,50.56,172.12,85.54,73.66,91.88,47.28,62.55,119.92,105.65,34.364,39.048,73.62,65.25,57.43,38.88,64.02,67.39,171.74,104.44,48.09,52.93,53.58,60.67,134.1,114.02,72.62,10.206,119.15,220.46
1514903400,101.92,43.065,58.79,98.41,153.84,177.0,1189.01,59.5,508.97,74.36,29.9,157.04,53.82,98.94,75.14,61.31,334.17,296.84,102.333,73.52,188.32,41.07,38.86,127.58,55.32,99.61,92.44,28.238,,12.66,83.23,257.6,70.74,181.42,,,111.8,1065.0,1073.21,49.61,41.8,147.323,74.1,188.03,255.67,200.49,138.308,318.54,45.54,91.62,147.467,46.85,18.8,107.95,139.23,84.68,42.41,70.74,151.91,52.19,53.645,235.64,82.21,,50.18,173.22,85.95,73.98,90.65,46.63,63.49,118.06,104.39,34.573,38.772,73.84,67.63,57.63,38.54,65.2,69.52,172.42,105.57,47.17,53.53,54.03,61.09,135.78,114.51,74.95,10.689,123.67,221.16
1514989800,101.98,43.057,58.92,99.95,154.55,180.34,1204.2,60.16,514.34,74.59,29.8,157.28,54.15,99.55,74.85,61.36,339.85,297.8,103.97,73.2,190.58,40.41,39.17,128.51,56.34,99.44,93.67,27.86,,12.76,82.97,260.82,71.39,184.67,,,112.28,1082.48,1091.52,50.5,42.82,146.106,74.66,189.01,253.29,201.74,139.615,321.21,45.44,92.02,151.52,45.26,18.96,108.06,140.56,85.14,42.58,70.48,153.82,52.33,53.569,235.63,83.92,,50.5,172.49,86.35,75.0,90.54,47.71,63.48,117.75,104.26,34.829,37.95,76.75,67.17,58.71,37.65,65.94,71.33,171.62,108.43,46.9,52.43,54.56,61.56,136.54,115.65,75.51,10.958,126.41,223.48
1515076200,100.8,43.257,58.82,99.38,156.38,179.58,1209.59,60.4,521.13,75.51,30.19,159.44,54.69,100.85,75.33,61.75,339.99,296.67,105.962,75.13,189.1,40.67,38.99,128.11,56.99,101.42,94.12,27.468,,12.98,82.32,264.88,71.49,184.33,,,112.23,1086.4,1095.76,51.63,44.14,148.08,73.9,190.51,256.83,205.21,142.538,326.72,46.08,92.74,154.589,44.43,19.01,109.04,140.55,85.52,42.68,70.2,155.81,53.13,54.437,238.71,84.12,,51.36,173.7,87.11,74.96,91.18,48.18,63.44,118.33,103.47,34.905,37.755,76.73,65.85,58.93,38.0,66.03,73.1,166.6,108.29,46.7,52.6,54.98,62.33,135.8,116.08,71.6,10.989,127.23,224.45
1515162600,101.87,43.75,58.99,101.11,157.67,180.65,1229.14,60.65,525.57,75.41,30.33,161.96,54.83,101.08,75.42,61.89,342.49,308.84,107.343,78.45,187.75,41.04,39.53,127.9,56.88,101.43,94.71,27.24,,13.2,81.94,265.92,72.43,186.85,,,111.62,1102.23,1110.29,51.82,44.01,149.116,74.52,192.5,255.52,204.7,142.615,329.68,46.07,94.74,155.344,44.74,18.95,108.34,141.71,86.57,43.23,70.4,159.04,53.11,54.38,240.57,85.54,,51.84,174.05,88.19,74.55,91.24,48.47,63.98,118.67,104.3,34.972,37.928,78.7,66.55,59.61,38.14,66.47,73.6,168.15,109.12,46.78,52.48,55.32,62.75,137.53,118.86,72.92,11.072,127.62,228.73
1515421800,101.39,43.588,58.82,99.49,158.93,180.6,1246.87,60.25,529.49,74.53,30.12,166.03,55.06,100.15,75.53,61.91,329.65,310.15,106.973,77.77,188.48,40.48,39.94,128.53,57.46,100.8,95.25,27.532,,13.15,82.2,268.66,72.2,188.28,,,110.02,1106.94,1114.21,52.29,44.22,148.31,74.4,192.04,251.81,204.7,140.615,328.16,46.0,93.71,156.281,44.74,18.86,108.5,141.89,86.13,43.01,70.31,159.27,52.89,54.065,239.79,85.51,,51.98,173.93,88.28,75.19,91.72,48.98,64.55,117.99,104.14,34.583,38.24,79.05,67.18,59.31,38.25,66.27,74.8,169.25,109.64,47.2,52.39,55.4,62.04,139.44,119.34,73.85,11.285,129.17,224.76
1515508200,100.94,43.583,58.92,100.24,159.46,183.38,1252.7,60.63,533.94,75.31,30.27,166.43,55.56,100.52,75.64,61.85,336.36,318.43,107.229,77.69,186.29,40.61,39.69,127.84,57.93,101.69,98.61,27.218,,13.08,81.24,267.75,72.32,187.87,,,109.94,1106.26,1112.79,52.11,44.05,149.528,78.1,193.1,253.94,205.88,142.769,330.51,46.23,94.55,156.625,43.62,18.94,109.05,144.14,86.06,42.99,69.57,159.5,53.3,54.198,241.28,85.88,,52.36,173.54,88.22,74.89,91.05,49.06,64.09,118.08,104.89,34.545,37.96,79.19,69.14,59.18,37.49,65.27,74.9,165.53,110.39,46.61,51.61,55.78,62.26,141.0,119.11,73.42,11.007,129.11,225.88
1515594600,100.43,43.572,58.83,99.69,158.9,182.86,1254.33,61.0,531.57,75.65,30.55,165.87,57.3,101.22,74.82,62.01,336.72,320.26,105.607,77.44,185.42,41.09,39.91,128.66,57.65,103.14,98.24,27.068,,13.03,80.11,268.01,72.59,187.84,,,109.47,1102.61,1110.14,52.47,43.0,150.563,78.71,191.8,254.33,204.75,145.615,331.05,46.07,94.17,156.96,42.5,18.88,110.25,143.97,86.1,42.63,70.29,159.86,53.93,54.676,241.14,85.49,,53.03,173.51,87.82,74.25,90.47,48.8,64.22,117.48,105.63,34.602,37.647,79.37,70.73,59.82,36.62,65.26,75.6,164.98,109.7,45.96,51.69,56.2,63.12,139.7,118.98,74.08,10.71,129.79,224.2
1515681000,100.78,43.82,58.95,99.27,159.11,181.96,1276.68,61.15,537.92,75.56,30.66,169.2,57.83,100.73,74.55,62.47,333.07,328.12,107.058,79.02,189.38,42.6,40.1,132.57,59.18,104.42,98.59,27.397,,13.16,79.28,271.19,73.88,187.77,,,110.99,1105.52,1112.05,53.33,44.19,151.358,79.06,194.68,255.13,205.51,146.308,331.13,46.04,95.74,156.979,43.41,19.2,110.84,144.79,86.39,42.51,70.29,160.92,54.2,54.962,242.31,85.73,,53.49,173.39,88.08,75.82,90.15,48.95,64.29,116.88,104.86,34.687,37.625,79.75,74.0,60.0,36.48,65.43,77.05,164.83,110.67,45.25,52.11,56.68,63.01,140.35,119.84,75.38,10.859,133.46,225.39
1515767400,102.11,44.272,58.84,100.34,160.11,185.04,1305.2,60.97,555.53,76.84,31.19,170.3,58.42,100.97,74.62,62.81,335.95,336.21,107.329,78.78,191.84,42.44,40.87,133.6,60.05,105.43,99.39,27.382,,13.23,78.9,271.85,73.91,179.37,,,112.47,1122.26,1130.65,53.14,44.07,152.461,79.02,196.42,257.03,210.59,144.308,336.25,46.15,100.86,155.966,43.24,19.52,112.67,145.76,86.98,42.47,69.61,162.33,55.12,55.973,244.47,85.45,,53.33,173.57,89.6,76.53,89.61,49.51,64.67,117.38,104.5,34.668,37.58,80.54,76.8,60.4,36.9,65.38,77.97,165.51,112.72,44.84,51.86,56.98,62.55,141.17,120.09,76.07,10.901,134.09,228.64
1516113000,102.13,44.048,58.44,102.49,157.96,185.54,1304.86,61.06,563.0,77.11,31.24,169.31,57.54,100.34,75.42,59.92,338.85,335.16,106.674,79.44,191.53,41.82,40.54,132.01,58.84,104.42,99.47,27.439,,13.1,78.42,269.58,72.83,178.39,,,110.69,1121.76,1130.7,52.13,44.19,151.33,80.25,196.31,258.46,206.33,140.077,330.11,46.53,100.97,156.644,43.14,19.39,112.27,146.86,85.29,42.99,68.92,162.29,54.6,59.227,244.74,85.32,,51.85,173.68,88.35,75.27,90.22,49.59,63.42,117.86,104.87,34.725,37.635,80.42,74.96,60.56,36.72,68.25,77.17,165.04,112.92,44.66,51.66,57.17,62.5,140.31,120.39,76.03,10.993,132.88,232.9
1516199400,103.94,44.775,58.99,104.36,160.21,188.01,1295.0,61.42,576.51,77.47,31.18,168.5,57.89,100.76,76.68,61.85,344.87,351.01,107.841,79.5,192.29,41.68,41.2,132.36,59.86,104.39,99.59,27.882,,12.18,78.41,271.49,73.07,177.6,,,111.97,1131.98,1139.1,52.85,44.03,151.828,81.74,199.82,253.65,208.52,133.462,334.86,46.82,101.68,161.233,44.39,19.57,112.99,146.98,86.21,43.86,70.15,164.32,55.35,59.189,248.11,86.11,,52.55,174.98,90.14,75.86,91.2,50.27,63.81,119.18,105.79,35.275,37.97,82.47,76.82,60.66,36.85,68.02,77.21,167.4,119.16,45.05,51.72,56.34,63.88,140.46,121.98,75.78,11.583,134.01,238.43
1516285800,104.0,44.815,59.07,103.81,160.94,187.59,1293.32,61.53,579.22,77.39,31.48,168.83,55.35,99.86,76.63,61.83,344.44,340.16,108.211,79.35,191.51,41.85,41.3,131.59,59.76,103.41,99.74,27.525,,12.07,77.34,272.18,73.45,179.8,,,110.42,1129.79,1135.97,52.36,43.86,151.224,81.17,198.33,250.97,207.8,129.0,333.0,46.88,101.36,161.683,44.48,19.01,113.26,146.92,85.82,43.68,70.03,165.48,55.84,58.33,245.91,87.26,,52.95,174.57,90.1,75.39,90.18,50.23,64.11,119.05,105.07,35.095,37.695,82.94,77.9,61.09,37.15,68.05,76.37,164.25,116.41,44.9,51.55,56.15,63.95,140.43,123.11,76.0,11.614,133.59,243.16
1516372200,103.7,44.615,59.31,104.64,161.75,189.28,1294.58,61.55,590.26,78.3,31.72,170.41,56.61,98.03,77.5,62.28,342.41,337.73,108.183,79.86,192.29,42.5,41.29,131.3,59.75,104.38,100.56,27.083,,12.0,76.82,274.32,73.14,181.29,,,110.59,1137.51,1143.5,53.01,43.15,152.096,80.98,201.33,256.12,209.1,125.077,,47.16,104.95,155.229,44.82,19.01,113.01,147.36,85.49,44.14,71.12,166.83,57.46,58.473,248.18,86.68,,53.4,176.12,90.0,75.55,91.07,50.58,67.21,120.17,108.92,35.047,37.54,83.84,78.1,61.26,37.21,68.04,76.42,164.24,116.83,44.44,51.91,56.46,64.22,141.25,122.7,76.47,11.653,133.08,243.35
1516631400,104.43,44.25,59.57,106.49,161.43,192.33,1327.31,61.0,593.26,78.59,31.94,170.89,57.72,98.32,77.38,63.28,347.64,338.0,108.425,80.95,194.38,42.89,41.66,132.56,60.67,105.49,99.97,27.14,,12.02,76.95,273.89,73.26,185.37,,,111.1,1155.81,1164.16,56.4,43.29,151.953,81.41,204.46,261.52,208.2,124.385,329.0,47.38,107.11,155.449,45.75,19.63,114.33,148.14,85.44,44.28,71.28,168.28,57.36,58.445,247.3,86.05,,53.85,176.21,91.61,77.63,91.89,50.71,66.39,121.51,108.81,35.038,37.505,83.98,78.58,61.41,37.87,68.67,79.79,166.1,119.44,44.04,53.46,57.26,64.73,141.97,124.33,77.4,11.859,132.86,243.56
1516717800,101.25,44.26,59.23,105.38,160.88,191.99,1362.54,62.34,589.68,78.55,31.92,169.43,57.72,97.98,76.9,63.43,346.75,335.59,108.368,80.44,193.42,42.44,42.1,131.02,60.47,105.71,99.95,27.482,,11.96,77.71,272.02,73.12,189.35,,,110.41,1169.97,1176.17,56.83,43.38,152.959,80.95,204.9,260.09,207.48,129.923,328.7,47.45,107.11,158.939,46.06,19.45,114.21,141.83,84.42,44.5,71.45,167.19,56.91,58.874,246.31,85.23,,53.61,176.81,91.9,77.42,89.05,51.12,67.14,121.3,109.53,34.934,38.18,84.21,78.12,61.69,37.19,68.34,79.21,166.33,119.89,44.47,53.23,57.18,64.49,141.36,124.65,77.02,12.065,132.07,245.21
1516804200,99.87,43.555,61.72,105.51,160.6,190.63,1357.51,64.32,587.67,79.45,32.09,168.34,57.77,99.3,76.8,63.76,346.5,334.69,108.183,80.92,194.24,42.99,42.17,131.39,60.49,105.26,101.38,27.254,,12.05,77.24,270.41,72.63,186.55,,,110.5,1164.24,1171.29,55.34,44.16,153.323,81.3,206.22,265.68,219.27,126.462,330.49,47.83,106.72,158.098,45.51,19.14,115.67,142.07,84.3,44.59,71.56,167.01,57.24,58.378,247.69,85.76,,54.1,176.12,91.82,77.56,88.31,51.45,68.0,121.14,110.6,35.038,37.713,83.71,76.89,60.83,37.02,67.98,78.18,166.1,109.7,44.08,54.22,57.75,65.48,141.19,124.55,77.33,11.523,131.69,244.85
1516890600,100.73,42.778,63.22,108.3,160.79,190.08,1377.95,64.8,575.5,79.44,32.09,169.37,56.85,99.69,77.31,63.52,353.74,343.11,109.094,81.58,197.95,42.14,41.9,130.65,59.48,104.26,102.7,27.589,,11.57,78.9,268.04,72.68,187.48,,,110.55,1170.37,1182.14,55.2,43.16,155.115,81.19,205.37,269.03,226.53,124.462,334.72,47.84,106.38,158.193,45.3,18.82,115.7,144.4,85.01,44.47,69.91,168.59,56.81,58.492,252.36,86.82,,54.0,175.66,92.33,76.74,88.34,51.6,67.71,120.9,107.49,35.323,38.272,84.34,76.3,60.55,37.45,67.42,77.33,164.2,110.15,44.62,54.29,57.98,65.65,133.6,125.22,78.27,11.192,131.29,245.18
1516977000,100.53,42.877,63.42,123.21,162.55,196.01,1402.05,64.68,586.8,80.08,32.2,167.06,57.78,99.63,73.56,64.25,367.91,343.22,109.62,82.01,198.91,42.8,42.56,131.19,60.39,104.9,103.8,27.718,,11.65,78.83,268.85,74.05,190.0,,,112.19,1175.84,1187.56,55.61,43.49,158.135,85.46,207.23,268.14,226.24,124.077,344.9,48.53,107.4,159.981,50.08,18.77,116.32,145.33,87.08,44.42,71.02,170.34,57.6,59.198,258.63,87.12,,54.77,178.36,94.06,77.18,87.73,52.75,68.04,121.76,110.19,37.011,39.423,85.45,76.95,57.99,37.82,68.53,77.61,163.71,113.69,44.31,54.72,58.11,65.93,134.23,126.32,79.15,12.082,132.72,248.47
