,ALL,AAPL,ABT,ABBV,ACN,AMGN,AMZN,AIG,BLK,C,BAC,CAT,BK,AXP,CL,BMY,BIIB,BA,DD,CVS,COST,CMCSA,CSCO,CVX,COP,COF,DHR,EXC,FOXA,F,DUK,FDX,EMR,FB,DOW,FOX,DIS,GOOG,GOOGL,HAL,GM,HON,GILD,HD,GS,GD,GE,LMT,KO,LOW,IBM,INTC,KMI,JPM,JNJ,LLY,MDLZ,MO,MA,MS,MRK,MMM,MDT,MON,MET,MCD,MSFT,OXY,PG,ORCL,NKE,PEP,PM,PFE,NEE,PYPL,TGT,SBUX,T,QCOM,SLB,SPG,TXN,SO,VZ,USB,WFC,UNP,V,WBA,USD,UPS,UNH
1337952600,33.57,20.082,29.868,,57.44,69.05,212.89,28.99,171.36,26.47,7.15,89.94,20.64,55.81,49.4,33.09,131.56,70.0,44.548,44.98,84.48,14.425,16.33,98.86,52.11,51.13,40.0,26.32,,10.6,65.88,89.28,47.28,31.91,,,44.5,294.661,296.061,31.37,22.44,54.104,25.245,49.44,96.7,63.58,147.692,82.71,37.615,27.24,185.755,25.74,32.42,33.5,62.51,41.11,38.57,32.11,41.396,13.25,35.83,84.78,36.88,,27.032,91.05,29.06,77.622,62.49,26.14,27.198,68.64,85.38,20.996,16.333,,57.62,27.28,33.69,57.32,65.41,139.341,28.94,45.69,41.45,30.93,31.86,55.94,29.843,31.36,1.408,74.94,56.12
1338298200,34.25,20.438,29.815,,58.41,69.28,214.75,29.78,174.6,27.02,7.44,92.52,21.14,56.56,49.68,33.34,131.54,70.4,45.516,45.64,86.64,14.61,16.59,100.24,53.27,51.88,40.531,26.362,,10.84,65.94,90.98,47.95,28.84,,,45.48,296.06,297.467,32.01,22.85,54.533,25.48,49.78,97.86,64.35,148.846,83.66,37.73,27.49,187.82,26.09,33.5,33.63,62.59,41.3,38.65,32.13,41.605,13.64,35.868,85.73,37.28,,27.335,90.9,29.56,79.414,62.95,26.46,27.73,69.33,85.59,21.044,16.41,,58.13,27.79,33.94,58.39,67.24,141.261,29.36,45.87,41.75,31.21,32.25,56.295,30.07,31.6,1.462,75.51,56.15
1338384600,33.68,20.685,29.647,,57.72,69.59,209.23,28.89,170.77,26.0,7.2,90.18,20.39,55.46,,33.48,130.84,69.39,44.434,45.33,85.81,14.475,16.39,97.63,52.04,50.98,39.553,26.198,,10.66,65.55,88.93,47.09,28.19,,,45.2,293.017,294.409,30.36,22.37,53.579,25.25,49.71,94.61,63.83,146.462,82.8,37.53,26.99,185.975,26.13,33.67,32.96,62.21,40.99,38.41,32.02,41.158,13.09,35.687,84.45,36.65,,26.39,90.11,29.34,76.923,62.32,26.17,27.153,68.22,84.88,20.911,16.292,,57.79,27.365,33.84,57.45,64.18,137.516,28.95,45.85,41.42,30.75,31.7,54.93,29.372,30.93,1.428,74.61,56.17
1338471000,33.94,20.633,29.647,,57.1,69.52,212.91,29.18,170.8,26.51,7.35,87.62,20.36,55.83,49.15,33.34,130.75,69.61,44.207,44.94,86.39,14.455,16.33,98.31,52.16,51.37,39.401,26.377,,10.56,65.94,89.14,46.77,29.6,,,45.71,289.345,290.721,30.06,22.2,53.065,24.975,49.34,95.7,64.01,146.846,82.8,37.365,26.72,184.417,25.84,34.19,33.15,62.43,40.95,38.27,32.19,40.651,13.36,35.859,84.41,36.84,,26.034,89.34,29.19,75.946,62.29,26.47,27.045,67.85,84.51,20.75,16.335,,57.91,27.445,34.17,57.31,63.25,138.777,28.48,45.91,41.64,31.11,32.05,55.7,28.8,30.52,1.401,74.94,55.77
1338557400,33.07,20.035,29.037,,55.28,67.75,208.22,27.21,166.57,25.39,7.02,85.52,19.65,53.43,48.24,33.33,126.73,67.24,43.21,43.6,85.49,14.315,15.96,96.41,51.19,48.4,37.771,26.177,,10.12,67.05,85.25,45.63,27.72,,,44.4,284.424,285.776,29.97,22.01,51.425,24.335,47.96,92.64,62.72,142.615,81.22,36.545,26.36,180.765,25.14,32.35,31.93,61.78,40.16,37.57,31.69,39.178,12.73,35.477,82.85,36.11,,24.804,86.71,28.45,75.275,61.55,26.0,26.15,67.51,82.79,20.531,16.147,,57.2,26.075,33.9,55.12,62.07,135.005,27.0,45.95,41.03,29.6,30.16,54.055,28.063,29.93,1.306,73.25,55.04
1338816600,33.01,20.153,28.894,,56.12,68.7,214.57,27.53,165.0,24.82,6.9,83.26,19.51,53.51,48.585,33.66,130.79,67.5,43.395,44.11,86.56,14.475,16.11,96.58,51.3,48.68,37.93,26.583,,10.04,67.44,85.2,45.07,26.9,,,44.41,288.215,289.585,29.52,21.11,50.719,24.605,48.76,91.0,61.96,139.615,81.05,36.82,26.66,180.249,25.04,33.0,31.0,62.34,40.15,37.65,31.93,40.026,12.36,35.744,82.62,35.89,,24.795,86.32,28.55,76.798,61.4,26.2,26.175,67.48,81.91,20.503,16.183,,57.57,26.95,34.15,55.85,62.21,134.835,27.09,46.06,41.34,28.79,30.05,53.225,28.54,30.51,1.302,72.99,54.91
1338903000,33.14,20.101,28.932,,56.74,68.45,213.21,28.65,166.28,25.75,7.1,83.65,19.64,53.98,48.625,33.9,132.43,67.58,43.894,44.03,86.77,14.515,16.12,96.49,51.87,50.27,38.143,26.583,,10.19,67.83,84.34,44.81,25.87,,,44.84,284.14,285.49,29.12,21.25,50.805,24.255,48.92,92.21,61.98,140.308,80.82,36.62,26.43,180.88,25.43,33.02,31.99,62.21,40.62,37.6,31.8,40.82,12.86,35.782,82.51,36.18,,25.303,87.08,28.51,77.775,61.17,26.71,26.378,67.0,81.91,20.493,16.288,,57.32,26.205,34.06,57.18,62.24,137.498,27.48,46.12,41.2,29.22,30.52,53.54,28.452,30.58,1.352,72.8,56.04
1338989400,34.09,20.409,29.287,,58.42,69.98,217.64,29.9,170.56,27.14,7.64,86.66,20.27,55.38,49.165,34.04,134.11,69.02,45.103,44.84,87.78,14.88,16.69,99.8,53.58,50.61,38.908,26.712,,10.57,68.07,86.83,45.94,26.81,,,45.53,289.201,290.576,28.1,21.83,52.111,24.61,50.6,94.96,63.62,145.231,82.38,37.305,27.48,185.459,26.07,31.9,33.07,62.8,41.01,37.98,32.58,41.998,13.94,36.164,84.63,36.82,,26.31,88.66,29.35,81.023,61.8,27.53,26.767,67.49,83.07,20.787,16.415,,57.5,26.735,34.56,58.4,64.59,140.282,28.6,47.03,41.77,29.7,30.97,55.09,29.085,30.96,1.44,74.98,57.7
1339075800,34.07,20.419,29.364,,58.86,69.1,218.8,30.15,172.12,26.91,7.42,87.14,20.5,55.24,49.375,34.25,133.34,69.95,45.317,44.45,88.13,15.005,16.58,100.39,53.81,51.17,38.757,27.775,,10.55,68.67,86.1,46.41,26.31,,,45.63,288.035,289.404,28.13,21.85,52.788,24.5,51.24,94.0,63.69,146.154,83.15,37.14,27.69,185.889,25.94,31.49,32.81,62.8,41.27,38.15,32.75,41.571,13.41,36.574,85.5,37.05,,26.31,88.38,29.23,81.378,62.76,27.18,26.84,67.68,83.6,20.816,16.563,,57.32,26.72,34.16,58.0,64.43,139.972,28.23,47.3,41.64,29.58,31.18,55.14,29.202,30.98,1.405,75.47,57.45
1339162200,34.31,20.726,29.69,,58.53,68.87,218.48,30.48,173.91,27.77,7.56,87.6,20.5,55.86,50.085,34.37,133.52,69.94,45.701,44.89,88.74,15.135,16.73,100.84,53.97,52.59,39.052,26.683,,10.66,69.45,87.57,46.69,27.1,,,46.24,289.141,290.516,27.96,22.05,53.379,24.82,52.35,94.54,64.06,147.692,83.29,37.62,27.92,186.558,26.41,31.53,33.68,62.98,41.53,38.24,32.91,41.655,13.71,36.698,86.0,37.33,,26.515,87.75,29.65,81.483,62.75,27.16,27.16,68.31,83.97,21.006,16.735,,59.2,26.795,34.55,58.76,64.54,141.684,28.52,47.38,42.44,30.1,31.43,55.32,29.145,31.16,1.445,76.63,58.0
1339421400,33.9,20.399,29.512,,57.23,67.79,216.5,29.54,171.95,26.48,7.28,85.19,20.19,55.1,49.995,34.18,132.26,70.11,44.904,44.73,87.91,14.97,16.48,99.91,53.88,51.78,38.484,26.776,,10.45,68.94,86.28,46.69,27.01,,,45.8,283.189,284.535,27.5,21.92,52.559,24.77,51.35,92.8,63.74,147.0,82.46,37.33,26.98,184.044,25.99,31.44,32.82,62.12,41.49,38.14,32.96,41.384,13.37,36.708,85.18,37.03,,26.283,86.59,28.9,79.672,62.54,26.81,26.865,68.05,84.38,20.968,16.67,,58.7,26.415,34.59,57.79,64.07,138.965,27.65,47.33,42.56,29.87,30.99,54.805,29.087,31.22,1.387,75.83,57.46
1339507800,34.4,20.577,29.728,,57.35,68.62,216.42,30.19,173.02,27.62,7.49,87.05,20.68,56.48,50.025,34.25,134.15,72.58,45.701,45.39,88.5,15.225,16.79,100.74,54.71,53.08,39.03,26.89,,10.5,68.88,87.69,47.05,27.4,,,46.38,281.495,282.833,28.13,22.17,53.436,24.71,52.24,94.04,64.13,149.846,83.37,37.6,27.44,185.994,26.52,31.35,33.77,63.08,41.64,38.39,33.43,41.775,13.93,37.071,86.73,37.67,,26.31,87.51,29.29,80.075,62.76,27.03,26.9,68.4,85.01,21.053,16.725,,58.16,26.52,34.98,59.4,64.93,140.198,28.24,47.31,42.94,30.63,31.3,56.085,29.29,31.25,1.448,76.19,57.84
1339594200,34.06,20.434,29.512,,56.93,68.82,214.73,30.3,171.92,27.67,7.5,85.29,20.59,55.1,50.105,34.21,134.22,72.06,45.061,45.19,87.43,14.99,16.66,100.13,54.1,52.07,38.613,26.655,,10.3,68.55,86.19,46.51,27.27,,,46.23,279.497,280.826,28.22,21.87,52.55,24.56,50.97,92.72,63.49,149.0,82.67,37.345,26.88,184.608,26.54,31.23,34.3,64.45,41.57,38.44,33.27,40.975,13.65,36.641,86.13,37.15,,26.132,87.97,29.13,79.778,62.57,27.02,25.555,68.55,85.7,21.053,16.75,,58.05,25.635,34.98,58.94,63.95,138.589,27.82,47.45,42.99,30.56,31.58,56.15,28.725,30.88,1.43,76.27,58.01
1339680600,34.44,20.412,29.815,,57.84,70.42,214.45,31.03,172.69,27.91,7.66,85.89,20.9,55.05,50.66,34.55,138.66,71.85,45.545,45.81,89.83,15.355,16.92,101.92,54.68,53.01,38.976,26.954,,10.41,69.42,86.84,46.49,28.29,,,47.18,278.481,279.805,28.68,21.8,52.645,25.045,52.16,93.82,64.01,151.692,83.33,37.87,27.77,186.52,26.98,31.47,34.65,65.45,41.81,38.72,33.68,41.905,13.93,37.013,86.86,37.49,,25.998,89.72,29.34,79.979,63.18,26.91,25.005,69.27,87.34,21.404,16.878,,58.55,26.165,35.69,56.79,65.38,139.464,27.73,47.62,43.75,31.01,32.03,56.82,29.122,31.67,1.436,77.37,59.25
1339767000,34.15,20.505,29.987,,59.08,71.29,218.35,31.48,176.73,28.31,7.9,86.93,21.09,56.28,50.765,34.23,140.01,71.99,46.811,45.65,91.44,15.545,17.1,104.33,55.46,53.81,39.189,26.698,,10.35,69.78,87.63,46.67,30.01,,,47.09,281.201,282.538,29.45,21.74,53.427,25.145,51.87,95.66,64.86,153.846,83.45,38.045,28.05,190.344,27.34,31.9,35.03,66.01,41.99,38.64,33.77,42.669,14.3,37.156,87.44,37.77,,26.702,90.5,30.02,81.665,62.88,27.7,25.438,69.48,87.73,21.452,16.942,,58.5,26.27,35.71,56.5,66.46,140.31,27.86,48.0,43.55,31.58,32.45,57.435,29.6,31.8,1.48,77.53,58.9
1340026200,33.98,20.921,30.083,,58.88,72.02,222.66,31.51,173.45,27.55,7.76,86.74,20.94,55.85,50.835,34.58,141.96,71.9,46.996,45.67,92.03,15.58,17.14,103.46,55.07,54.11,39.34,26.676,,10.34,69.84,88.51,46.65,31.41,,,47.1,284.359,285.711,28.96,21.43,53.274,25.105,52.32,93.63,64.76,151.923,84.76,37.99,28.43,189.57,27.42,31.85,34.62,66.3,42.04,38.98,33.85,42.562,13.82,37.071,87.31,37.96,,26.221,90.24,29.84,80.295,62.29,27.12,25.35,69.6,88.13,21.461,17.05,,58.47,27.09,35.63,56.77,66.54,140.461,28.02,48.29,43.82,31.52,32.46,59.095,30.025,31.96,1.51,77.79,59.42
1340112600,34.45,20.979,30.165,,59.83,73.02,224.03,31.94,176.08,28.5,8.11,88.84,21.44,56.94,50.65,34.83,143.09,72.92,47.85,46.25,91.86,15.655,17.18,104.06,55.64,55.05,40.045,26.833,,10.56,69.3,91.01,46.97,31.91,,,47.51,289.679,291.056,29.39,21.74,53.942,25.365,52.97,96.37,65.19,153.846,85.3,37.87,28.54,190.182,27.51,32.36,35.38,66.72,42.29,,33.92,42.757,14.26,37.433,87.82,38.41,,27.522,89.6,30.7,80.487,62.21,27.96,25.385,69.31,88.52,21.546,16.96,,58.7,27.56,35.47,57.02,67.15,142.286,28.27,47.7,43.73,31.76,32.96,59.205,30.337,30.09,1.532,78.16,60.26
1340199000,34.68,20.919,30.141,,59.59,72.79,223.02,32.05,175.66,28.86,8.14,87.17,21.34,57.44,50.365,34.74,142.85,73.01,48.05,45.99,91.49,15.595,17.51,103.63,54.44,54.43,39.864,26.476,,10.65,68.49,91.34,46.02,31.6,,,47.73,287.677,289.044,29.57,21.48,53.904,25.39,52.83,96.55,64.65,154.615,84.54,37.78,28.63,190.038,27.64,32.34,36.45,67.0,42.04,39.02,33.91,42.881,14.2,37.414,87.54,38.4,,27.478,88.65,30.93,80.87,60.39,28.49,25.3,68.91,88.51,21.509,16.8,,58.5,27.82,35.41,57.0,65.54,143.255,28.54,46.76,43.3,31.72,32.81,58.645,30.647,29.21,1.553,78.17,59.6
1340285400,34.0,20.631,29.863,,56.66,71.65,220.57,31.04,170.95,27.83,7.82,84.98,20.86,56.32,49.725,34.79,139.2,71.37,46.84,45.39,90.4,15.34,16.93,100.02,52.76,53.03,38.825,26.262,,10.27,68.25,90.63,45.56,31.84,,,47.4,281.55,282.888,28.35,20.64,52.845,24.96,51.26,93.9,63.25,150.231,84.37,37.335,27.5,184.885,26.71,31.98,35.51,66.39,41.76,38.8,,42.117,13.96,37.643,86.73,37.8,,26.48,87.64,30.14,75.946,59.75,27.81,24.665,68.5,85.6,21.442,16.653,,57.4,27.035,35.03,55.13,62.56,140.649,27.6,46.46,43.33,31.23,32.34,57.73,29.87,29.15,1.438,77.1,58.34
1340371800,34.08,20.789,29.901,,57.56,72.46,222.16,31.44,172.0,27.99,7.94,84.96,21.2,56.79,49.95,35.36,141.74,71.96,46.712,45.9,90.93,15.415,17.13,100.44,53.41,52.93,39.06,26.32,,10.19,68.64,90.54,45.71,33.05,,,47.47,284.673,286.026,27.8,20.6,52.922,25.26,52.02,93.63,63.26,152.385,85.35,37.47,27.31,185.182,26.94,31.68,35.99,66.63,42.07,38.85,33.87,43.508,14.14,38.34,86.83,38.16,,26.765,88.35,30.7,76.156,59.83,28.0,24.85,68.7,86.01,21.565,16.655,,57.56,27.32,35.17,55.64,61.56,141.279,28.05,46.55,43.95,31.72,32.81,58.24,31.237,29.57,1.47,77.71,59.07
1340631000,33.44,20.385,29.805,,56.45,71.39,220.07,30.63,166.91,26.75,7.6,82.89,20.75,56.05,49.66,34.13,142.03,71.05,45.886,45.2,90.87,15.165,16.94,99.08,52.96,52.19,38.324,26.091,,10.01,68.79,88.81,44.51,32.06,,,46.7,279.303,280.631,26.98,19.91,51.215,25.14,51.52,91.22,62.22,150.154,84.25,37.385,26.93,184.379,26.05,30.83,35.32,66.5,41.47,38.61,33.72,42.852,13.48,37.968,85.85,37.28,,25.98,88.12,29.87,74.087,59.31,27.62,24.365,68.61,83.99,21.319,16.728,,57.23,26.645,34.95,53.56,60.06,141.035,26.98,46.25,43.65,31.16,32.22,56.965,30.317,28.99,1.373,76.44,57.69
1340717400,33.66,20.43,29.916,,56.45,71.46,225.61,30.8,168.19,26.73,7.62,82.73,20.85,56.11,50.05,34.52,141.97,70.93,44.577,45.44,91.69,15.29,16.82,100.95,53.64,53.14,38.15,26.091,,10.01,68.7,87.55,44.09,33.1,,,47.3,281.286,282.623,26.7,19.85,50.776,25.185,51.88,91.03,61.97,152.308,83.38,37.54,27.26,183.509,26.01,30.76,35.71,66.42,41.57,37.76,33.67,43.222,13.51,38.225,86.18,37.31,,26.239,89.1,,75.716,59.27,27.83,24.612,68.94,84.03,21.29,16.755,,57.63,26.975,34.98,53.92,59.67,141.552,27.03,46.34,43.84,31.31,32.33,57.34,30.79,29.09,1.371,76.36,58.8
1340803800,34.21,20.518,30.165,,55.87,72.37,225.62,,166.38,27.1,7.77,82.25,21.14,56.88,50.75,35.09,143.16,71.87,43.78,45.99,91.32,15.52,16.73,102.57,54.45,53.17,38.393,26.619,,10.02,69.03,87.9,44.61,,,,47.87,283.587,284.935,27.21,19.66,51.482,25.625,51.55,93.27,63.22,154.846,84.91,38.17,27.3,184.512,26.22,,36.78,66.84,41.93,37.41,34.0,43.192,13.91,38.674,87.16,37.91,,26.515,88.33,30.17,76.923,59.98,28.17,24.528,69.75,84.9,21.452,16.94,,57.56,26.375,35.19,54.91,61.47,142.041,27.07,46.6,43.78,31.43,32.73,57.395,30.86,29.42,1.398,76.79,59.29
1340890200,34.14,20.323,30.184,,56.63,71.42,221.31,30.84,166.09,26.39,7.74,82.63,21.04,56.69,50.995,35.08,140.11,71.58,43.637,45.99,92.92,15.52,16.48,103.46,54.53,53.46,37.854,26.676,,10.09,69.18,88.79,44.29,31.36,,,47.82,281.101,282.437,27.69,19.82,50.452,25.02,51.69,93.49,63.16,155.385,84.53,38.285,27.24,182.983,25.83,31.22,35.88,66.94,42.1,37.7,34.03,42.13,13.87,38.817,87.16,37.84,,26.283,88.18,29.91,77.545,60.29,28.17,24.222,69.6,85.62,21.376,16.983,,57.46,26.045,35.39,54.3,62.72,142.709,26.87,46.66,43.97,31.44,32.48,57.66,30.38,29.04,1.376,77.11,59.6
1340976600,35.09,20.857,30.933,,60.09,72.91,228.35,32.09,169.82,27.41,8.18,84.91,21.95,58.21,52.05,35.95,144.38,74.3,44.833,46.73,95.0,15.985,17.17,105.5,55.88,54.66,39.484,26.833,,9.59,69.18,91.61,46.58,31.1,,,48.5,288.952,290.325,28.39,19.72,53.236,25.64,52.99,95.86,65.96,160.308,87.08,39.095,28.44,186.979,26.65,32.22,35.73,67.56,42.91,38.62,34.55,43.011,14.59,39.838,89.6,38.73,,27.496,88.53,30.59,82.173,61.25,29.7,21.945,70.66,87.26,21.822,17.202,,58.19,26.66,35.66,55.68,64.91,146.435,28.69,46.3,44.44,32.16,33.44,59.655,30.907,29.58,1.477,78.76,58.5
1341235800,35.22,21.161,31.009,,60.49,74.36,229.32,31.84,169.63,27.46,8.05,83.68,22.18,59.05,51.86,36.05,145.61,73.18,44.847,47.81,94.4,16.13,17.08,105.86,55.73,54.75,39.492,26.883,,9.39,69.84,91.54,45.4,30.77,,,48.72,289.151,290.526,28.6,19.57,52.588,25.815,53.01,97.13,66.06,157.615,87.16,39.46,28.62,187.218,26.67,32.74,36.28,68.0,42.99,38.88,34.96,43.99,14.94,39.933,89.28,39.17,,27.326,88.08,30.56,82.336,61.19,29.8,22.212,70.76,89.0,21.822,17.21,,58.27,26.395,36.2,55.67,64.94,148.711,28.28,46.71,44.93,32.44,33.55,59.28,31.655,29.86,1.468,78.69,56.26
1341322200,35.32,21.407,31.105,,61.09,75.16,229.53,32.39,173.84,27.65,8.06,86.46,22.35,59.41,52.305,34.91,145.63,74.27,45.103,47.83,94.42,16.015,17.15,107.37,56.41,55.1,39.924,26.683,,9.6,68.69,92.6,45.54,31.2,,,48.59,292.817,294.209,29.94,20.67,52.998,26.04,51.65,98.6,66.17,157.154,87.51,39.58,27.62,187.314,26.86,33.16,35.88,68.04,43.16,39.21,34.99,44.177,15.11,39.895,89.7,39.05,,27.816,88.58,30.76,84.348,61.36,29.97,22.62,70.76,89.49,21.698,17.142,,57.78,25.97,36.0,56.26,67.34,149.116,28.56,46.49,44.95,32.58,33.48,59.475,31.585,29.61,1.499,79.47,54.88
1341495000,34.9,21.784,31.067,,60.27,74.33,227.06,31.97,171.75,26.84,7.82,86.79,21.97,59.25,52.325,34.77,144.12,74.44,45.061,48.11,94.0,15.725,16.94,106.03,55.28,54.53,39.689,26.626,,9.57,68.57,92.11,45.81,31.47,,,48.11,296.847,298.258,29.56,20.54,53.474,25.73,52.11,95.92,66.24,156.385,87.0,39.225,27.58,186.702,26.55,33.26,34.38,67.78,42.85,39.07,34.89,44.405,14.51,39.723,89.57,38.41,,27.335,,30.7,82.844,61.35,29.72,23.05,70.17,88.98,21.509,17.103,,57.15,26.2,35.77,56.25,66.1,147.545,28.41,46.45,44.89,32.29,33.13,59.125,31.753,29.87,1.481,79.91,55.81
1341581400,34.79,21.639,31.067,,58.44,73.85,225.05,31.57,171.28,26.36,7.66,84.61,21.79,58.63,52.145,34.61,142.46,73.69,44.847,48.12,93.68,15.68,16.77,105.07,54.75,54.02,38.946,26.641,,9.5,66.23,91.28,45.16,31.73,,,48.04,291.896,293.283,29.3,20.31,52.33,25.48,52.15,95.47,65.24,153.846,86.86,39.075,27.85,182.992,26.16,32.96,33.9,67.64,42.66,38.98,34.97,44.163,14.14,39.609,88.99,37.96,,27.193,89.66,30.19,81.675,61.28,29.18,22.845,70.22,89.45,21.385,17.075,,58.07,25.985,35.44,55.31,65.17,148.072,27.72,46.54,44.42,32.01,33.05,58.375,31.32,29.62,1.409,79.37,55.82
1341840600,34.43,21.925,31.48,,57.81,74.8,225.05,30.95,171.86,26.11,7.56,83.14,21.58,58.41,52.13,35.02,143.16,74.03,44.392,47.29,93.97,15.635,16.65,104.46,54.33,54.23,38.704,26.519,,9.45,65.31,91.13,44.93,32.17,,,48.0,291.911,293.298,29.0,20.22,52.636,25.75,52.12,94.47,65.05,154.154,87.39,38.99,27.28,181.329,26.17,32.74,33.96,67.78,42.95,39.03,35.16,43.127,13.93,40.2,88.96,38.26,,26.943,89.8,30.0,81.617,61.55,29.1,22.57,69.99,90.61,21.49,16.965,,58.04,26.195,35.54,55.32,65.82,149.163,27.41,46.83,44.74,32.03,33.26,58.995,30.913,29.7,1.387,79.2,56.09
1341927000,34.24,21.722,31.508,,56.98,74.93,219.5,30.97,173.51,25.88,7.48,80.27,21.33,58.39,51.95,34.72,143.75,73.22,43.495,46.93,93.8,15.675,16.41,103.88,53.48,53.55,38.582,26.498,,9.35,66.14,90.48,44.65,31.47,,,47.36,289.764,291.141,28.36,19.8,51.205,25.8,52.22,94.25,64.43,150.923,87.02,38.99,27.17,178.069,25.56,32.79,34.25,67.88,42.86,39.41,35.43,42.025,13.71,39.475,88.25,38.0,,26.818,90.25,29.74,79.749,61.73,29.05,22.823,69.87,90.7,21.29,17.132,,59.23,26.17,35.44,55.17,64.97,147.451,27.39,46.94,44.7,31.9,32.97,58.23,30.57,29.92,1.336,78.58,55.7
1342013400,34.09,21.587,31.273,,57.13,76.09,218.37,30.83,175.13,25.87,7.63,79.74,21.31,58.08,51.915,34.59,142.0,71.52,43.111,46.9,94.5,15.865,16.38,104.85,54.36,54.04,38.135,26.812,,9.33,66.48,90.61,44.43,30.97,,,47.27,284.529,285.881,28.53,19.9,51.196,25.335,51.67,95.13,63.91,151.385,86.84,38.73,26.67,177.103,25.39,33.05,34.59,67.9,42.8,39.37,35.32,41.989,13.81,39.323,87.85,38.02,,27.273,89.53,29.3,81.023,61.4,29.23,23.065,70.13,90.54,21.195,17.093,,59.79,26.08,35.26,54.37,65.66,147.789,27.3,47.19,44.9,32.28,33.27,58.26,30.185,29.94,1.32,78.88,56.04
1342099800,33.65,21.389,31.249,,57.27,75.81,215.36,30.47,172.47,25.28,7.48,79.64,21.05,56.93,51.805,34.91,142.63,71.71,42.413,47.52,94.02,15.55,15.98,105.03,53.98,53.36,37.551,26.783,,9.13,66.64,89.5,44.03,30.81,,,47.41,284.175,285.526,28.41,19.33,51.101,25.33,51.55,94.02,63.52,149.538,86.02,38.32,26.57,175.038,24.74,33.34,34.04,67.71,42.84,39.11,35.12,42.425,13.55,40.945,86.41,37.66,,26.64,91.93,28.63,80.42,63.7,28.82,22.955,69.85,89.9,21.509,17.105,,59.88,26.34,34.87,53.73,65.39,147.62,26.74,47.2,44.67,32.01,32.85,58.145,30.66,30.1,1.268,78.59,54.57
1342186200,33.87,21.606,31.403,,58.06,76.96,218.39,31.44,175.78,26.65,7.82,82.07,21.77,57.93,52.73,35.37,144.61,73.51,43.154,48.05,94.81,15.935,16.31,106.01,54.98,54.42,38.431,27.475,,9.27,66.74,92.35,44.94,30.72,,,48.19,287.184,288.549,28.8,19.62,52.035,25.585,52.09,97.43,64.86,152.077,87.25,38.64,26.72,177.83,25.25,34.54,36.07,68.61,43.26,39.71,35.62,42.96,14.05,41.479,87.59,37.56,,27.531,92.29,29.39,81.751,65.09,29.58,23.493,70.41,90.21,21.641,17.333,,61.95,26.805,35.35,54.98,66.72,149.163,27.02,47.61,45.21,32.7,33.91,59.075,31.022,30.58,1.303,79.44,55.2
1342445400,33.63,21.675,31.417,,58.05,77.27,216.01,31.28,175.29,26.81,7.81,81.15,21.76,58.64,52.185,35.43,145.22,72.97,42.57,48.07,95.15,15.915,16.19,106.78,55.46,55.09,38.127,27.439,,9.26,66.74,91.92,44.71,28.25,,,47.86,286.387,287.748,29.0,19.38,51.94,25.97,51.45,97.68,64.04,150.692,87.14,38.24,25.8,176.663,25.13,34.7,35.09,68.45,43.85,39.58,35.59,43.689,14.25,41.365,88.1,37.85,,27.086,91.65,29.44,81.895,64.81,29.52,23.255,70.35,90.84,21.945,17.382,,61.5,26.45,35.42,54.36,66.3,149.125,26.43,47.58,45.27,32.78,34.02,58.98,31.788,30.5,1.279,79.17,55.16
1342531800,34.01,21.676,31.888,,58.3,78.76,216.93,32.29,176.15,27.38,7.92,81.91,21.72,58.68,52.58,35.98,145.91,73.11,43.054,48.44,96.06,16.165,16.23,107.43,56.28,55.83,38.537,27.611,,9.34,66.34,91.25,45.21,28.09,,,49.35,287.288,288.654,29.4,19.6,51.997,26.415,50.72,97.98,64.69,151.692,87.43,38.845,25.55,175.574,25.38,35.04,34.99,69.0,43.96,39.8,35.81,43.568,14.34,42.166,88.98,38.86,,27.487,91.89,29.66,82.92,65.35,29.92,23.19,70.33,89.99,22.41,17.365,,61.26,26.865,35.82,54.46,67.79,150.367,26.59,47.7,45.66,32.95,34.12,59.17,32.057,30.7,1.282,79.33,55.9
1342618200,34.23,21.652,31.633,,58.94,79.62,217.47,31.84,175.05,27.1,7.53,82.52,21.69,58.29,52.64,36.09,144.96,73.89,43.751,48.61,95.96,16.195,16.7,107.88,56.77,54.89,39.507,27.696,,9.38,66.07,92.72,47.16,29.11,,,49.35,289.296,290.671,30.17,20.07,55.467,26.575,50.91,96.51,65.8,152.615,88.6,38.72,25.66,179.971,26.21,35.39,34.96,69.37,44.51,39.97,35.92,43.682,13.99,41.927,90.87,38.98,,27.594,92.22,30.45,83.294,64.82,30.5,23.657,70.38,89.41,22.457,17.625,,61.39,26.65,36.19,56.05,68.76,149.821,27.65,47.81,45.89,33.48,33.96,59.3,31.955,30.97,1.367,80.21,56.35
1342704600,34.71,21.94,31.571,,59.35,79.64,226.17,31.76,176.12,26.59,7.26,82.63,21.29,56.23,52.81,36.15,143.74,74.86,44.577,45.43,95.95,16.19,16.68,108.84,56.37,56.37,38.757,27.874,,9.35,66.12,92.79,47.03,29.0,,,48.99,295.423,296.827,30.21,20.14,55.248,26.88,50.96,95.0,65.99,152.308,88.51,38.775,26.03,186.75,26.06,35.25,34.46,69.53,44.4,40.2,35.94,42.794,13.25,41.927,90.83,38.96,,27.433,92.76,30.67,83.514,64.92,30.87,23.815,70.42,89.55,22.581,17.575,,61.25,27.1,35.48,58.44,68.64,148.758,28.04,47.7,44.54,33.8,34.15,61.385,31.347,34.62,1.39,79.97,54.99
